date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:40:51	24159/24159	---M-Z	200	added ('OK')	text/css	etag:%225e5f-56351d0842fad-gzip%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/stylesheets/pixicon.css	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/stylesheets/pixicon.css	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/23_car_rental.html)
19:40:51	1150/1150	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%2247e-56351cd8c2b00%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/images/favicon.ico	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/images/favicon.ico	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/23_car_rental.html)
19:40:52	349/349	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2022%20Jun%202019%2016:40:47%20GMT	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/images/apple-touch-icon.png	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/images/apple-touch-icon.png	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/23_car_rental.html)
19:40:52	355/355	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2022%20Jun%202019%2016:40:47%20GMT	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/images/apple-touch-icon-72x72.png	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/images/apple-touch-icon-72x72.png	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/23_car_rental.html)
19:40:52	357/357	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2022%20Jun%202019%2016:40:48%20GMT	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/images/apple-touch-icon-114x114.png	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/images/apple-touch-icon-114x114.png	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/23_car_rental.html)
19:40:53	2471/2471	---M--	200	added ('OK')	image/png	etag:%229a7-563528482b679%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/images/main/logo-dark.png	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/images/main/logo-dark.png	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/23_car_rental.html)
19:40:54	3597/3597	---M--	200	added ('OK')	image/png	etag:%22e0d-56352fc44d73a%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/images/main/logos/bigcommerce.png	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/images/main/logos/bigcommerce.png	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/23_car_rental.html)
19:40:54	2844/2844	---M--	200	added ('OK')	image/png	etag:%22b1c-56352fc44b7fa%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/images/main/logos/foursquare.png	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/images/main/logos/foursquare.png	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/23_car_rental.html)
19:40:54	46054/46054	---M--	200	added ('OK')	image/jpeg	etag:%22b3e6-56352846ab9cb%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/images/main/intro-car.jpg	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/images/main/intro-car.jpg	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/23_car_rental.html)
19:40:54	3717/3717	---M--	200	added ('OK')	image/png	etag:%22e85-56352fc5215e1%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/images/main/logos/squarespace.png	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/images/main/logos/squarespace.png	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/23_car_rental.html)
19:40:56	18805/18805	---M--	200	added ('OK')	image/png	etag:%224975-5635282bba16b%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/images/main/car1.png	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/images/main/car1.png	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/23_car_rental.html)
19:40:56	1323/1323	---M--	200	added ('OK')	image/png	etag:%2252b-5635284e1ce71%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/images/main/t3.png	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/images/main/t3.png	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/23_car_rental.html)
19:40:56	2685/2685	---M--	200	added ('OK')	image/png	etag:%22a7d-5635284e20cf1%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/images/main/t2.png	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/images/main/t2.png	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/23_car_rental.html)
19:40:57	4807/4807	---M--	200	added ('OK')	image/png	etag:%2212c7-5635283398c16%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/images/main/footer-logo-3.png	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/images/main/footer-logo-3.png	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/23_car_rental.html)
19:40:57	19008/19008	---M--	200	added ('OK')	image/png	etag:%224a40-5635282d3fbd9%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/images/main/car2.png	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/images/main/car2.png	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/23_car_rental.html)
19:40:58	8097/8097	---M-Z	200	added ('OK')	application/javascript	etag:%221fa1-56351cf7e76ee-gzip%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/js-files/jquery.easing.1.3.js	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/js-files/jquery.easing.1.3.js	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/23_car_rental.html)
19:40:58	22663/22663	---M--	200	added ('OK')	image/png	etag:%225887-5635282e82fc5%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/images/main/car3.png	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/images/main/car3.png	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/23_car_rental.html)
19:40:58	1190/1190	---M-Z	200	added ('OK')	application/javascript	etag:%224a6-56351cf8a7d16-gzip%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/js-files/jquery.ui.touch-punch.min.js	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/js-files/jquery.ui.touch-punch.min.js	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/23_car_rental.html)
19:40:59	2596/2596	---M-Z	200	added ('OK')	application/javascript	etag:%22a24-56351cf9b1722-gzip%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/js-files/ticker.js	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/js-files/ticker.js	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/23_car_rental.html)
19:40:59	27530/27530	---M-Z	200	added ('OK')	application/javascript	etag:%226b8a-56351cf7e868e-gzip%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/js-files/jquery.common.min.js	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/js-files/jquery.common.min.js	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/23_car_rental.html)
19:40:59	8205/8205	---M-Z	200	added ('OK')	application/javascript	etag:%22200d-56351ced7f574-gzip%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/js-files/bootstrap-switch.js	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/js-files/bootstrap-switch.js	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/23_car_rental.html)
19:40:59	27822/27822	---M-Z	200	added ('OK')	application/javascript	etag:%226cae-56351cee2943b-gzip%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/js-files/bootstrap.min.js	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/js-files/bootstrap.min.js	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/23_car_rental.html)
19:41:00	1668/1668	---M-Z	200	added ('OK')	application/javascript	etag:%22684-563527fada41c-gzip%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/assets/js/appear.min.js	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/assets/js/appear.min.js	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/23_car_rental.html)
19:41:00	93637/93637	---M-Z	200	added ('OK')	application/javascript	etag:%2216dc5-56351ce7d61b1-gzip%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/js/jquery-1.8.3.min.js	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/js/jquery-1.8.3.min.js	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/23_car_rental.html)
19:41:00	48357/48357	---M-Z	200	added ('OK')	application/javascript	etag:%22bce5-56351cf3a881c-gzip%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/js-files/custom1.js	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/js-files/custom1.js	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/23_car_rental.html)
19:41:00	227/227	---M-Z	200	added ('OK')	application/javascript	etag:%22e3-56351cf397e7b-gzip%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/js-files/custom3.js	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/js-files/custom3.js	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/23_car_rental.html)
19:41:00	4414/4414	---M-Z	200	added ('OK')	application/javascript	etag:%22113e-563527fafd69d-gzip%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/assets/js/smoothscroll.min.js	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/assets/js/smoothscroll.min.js	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/23_car_rental.html)
19:41:01	15394/15394	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%223c22-56351cc06c260%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/Flat-UI-Icons.eot	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/Flat-UI-Icons.eot	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/stylesheets/menu.css)
19:41:03	77784/77784	---M--	200	added ('OK')	image/svg+xml	etag:%2212fd8-56351cc22f535%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/Flat-UI-Icons.svg	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/Flat-UI-Icons.svg	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/stylesheets/menu.css)
19:41:05	22052/22052	---M--	200	added ('OK')	application/font-woff	etag:%225624-56351cc31d9c0%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/Flat-UI-Icons.woff	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/Flat-UI-Icons.woff	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/stylesheets/menu.css)
19:41:05	15394/15394	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%223c22-56351cc06c260%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/Flat-UI-Icons.eot?	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/Flat-UI-Iconsd41d.eot	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/stylesheets/menu.css)
19:41:05	15204/15204	---M--	200	added ('OK')	application/font-sfnt	etag:%223b64-56351cc266037%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/Flat-UI-Icons.ttf	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/Flat-UI-Icons.ttf	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/stylesheets/menu.css)
19:41:08	30838/30838	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%227876-563527ff4fde6%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-black-webfont.eot	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-black-webfont.eot	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/stylesheets/flat-ui-slider.css)
19:41:10	270597/270597	---M--	200	added ('OK')	image/svg+xml	etag:%2242105-5635280531bdd%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-black-webfont.svg	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-black-webfont.svg	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/stylesheets/flat-ui-slider.css)
19:41:11	30838/30838	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%227876-563527ff4fde6%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-black-webfont.eot?	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-black-webfontd41d.eot	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/stylesheets/flat-ui-slider.css)
19:41:11	35048/35048	---M--	200	added ('OK')	application/font-woff	etag:%2288e8-56352802af286%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-black-webfont.woff	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-black-webfont.woff	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/stylesheets/flat-ui-slider.css)
19:41:16	32056/32056	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%227d38-56352803ff192%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-bold-webfont.eot	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-bold-webfont.eot	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/stylesheets/flat-ui-slider.css)
19:41:16	65316/65316	---M--	200	added ('OK')	application/font-sfnt	etag:%22ff24-56352800efe35%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-black-webfont.ttf	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-black-webfont.ttf	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/stylesheets/flat-ui-slider.css)
19:41:17	32056/32056	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%227d38-56352803ff192%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-bold-webfont.eot?	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-bold-webfontd41d.eot	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/stylesheets/flat-ui-slider.css)
19:41:19	284960/284960	---M--	200	added ('OK')	image/svg+xml	etag:%2245920-5635280a439ae%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-bold-webfont.svg	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-bold-webfont.svg	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/stylesheets/flat-ui-slider.css)
19:41:19	36664/36664	---M--	200	added ('OK')	application/font-woff	etag:%228f38-56352809ad368%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-bold-webfont.woff	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-bold-webfont.woff	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/stylesheets/flat-ui-slider.css)
19:41:25	30340/30340	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%227684-5635280ae7ab4%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-bolditalic-webfont.eot?	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-bolditalic-webfontd41d.eot	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/stylesheets/flat-ui-slider.css)
19:41:25	30340/30340	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%227684-5635280ae7ab4%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-bolditalic-webfont.eot	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-bolditalic-webfont.eot	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/stylesheets/flat-ui-slider.css)
19:41:26	33916/33916	---M--	200	added ('OK')	application/font-woff	etag:%22847c-5635280e2b9d3%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-bolditalic-webfont.woff	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-bolditalic-webfont.woff	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/stylesheets/flat-ui-slider.css)
19:41:28	267438/267438	---M--	200	added ('OK')	image/svg+xml	etag:%22414ae-5635280ff9884%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-bolditalic-webfont.svg	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-bolditalic-webfont.svg	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/stylesheets/flat-ui-slider.css)
19:41:31	67592/67592	---M--	200	added ('OK')	application/font-sfnt	etag:%2210808-56352807ab895%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-bold-webfont.ttf	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-bold-webfont.ttf	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/stylesheets/flat-ui-slider.css)
19:41:34	29887/29887	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2274bf-5635280f9ace0%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-italic-webfont.eot	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-italic-webfont.eot	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/stylesheets/flat-ui-slider.css)
19:41:35	29887/29887	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2274bf-5635280f9ace0%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-italic-webfont.eot?	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-italic-webfontd41d.eot	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/stylesheets/flat-ui-slider.css)
19:41:38	33592/33592	---M--	200	added ('OK')	application/font-woff	etag:%228338-563528137cf45%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-italic-webfont.woff	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-italic-webfont.woff	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/stylesheets/flat-ui-slider.css)
19:41:38	266747/266747	---M--	200	added ('OK')	image/svg+xml	etag:%22411fb-5635281566377%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-italic-webfont.svg	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-italic-webfont.svg	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/stylesheets/flat-ui-slider.css)
19:41:39	58908/58908	---M--	200	added ('OK')	application/font-sfnt	etag:%22e61c-5635280c638e2%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-bolditalic-webfont.ttf	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-bolditalic-webfont.ttf	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/stylesheets/flat-ui-slider.css)
19:41:43	30116/30116	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2275a4-563528148a7cf%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-light-webfont.eot	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-light-webfont.eot	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/stylesheets/flat-ui-slider.css)
19:41:44	30116/30116	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2275a4-563528148a7cf%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-light-webfont.eot?	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-light-webfontd41d.eot	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/stylesheets/flat-ui-slider.css)
19:41:47	56732/56732	---M--	200	added ('OK')	application/font-sfnt	etag:%22dd9c-563528121a758%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-italic-webfont.ttf	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-italic-webfont.ttf	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/stylesheets/flat-ui-slider.css)
19:41:47	34608/34608	---M--	200	added ('OK')	application/font-woff	etag:%228730-5635281aa7ee9%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-light-webfont.woff	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-light-webfont.woff	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/stylesheets/flat-ui-slider.css)
19:41:47	267401/267401	---M--	200	added ('OK')	image/svg+xml	etag:%2241489-5635281a406a5%22	http://pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-light-webfont.svg	C:/Users/Zver/Desktop/portfolio/rental/rental/pixfort.website/themeforest/landing/flatpack/23_car_rental/fonts/lato/lato-light-webfont.svg	(from http://pixfort.website/themeforest/landing/flatpack/23_car_rental/stylesheets/flat-ui-slider.css)
